"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","contrast","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"Chrnb1",843.848690272059,-0.915302043273154,0.14156614751471,-6.46554320606943,1.00935557783911e-10,1.29285341677948e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CHRNB1",11443,1140,"ENSMUSG00000041189","ENSG00000170175",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rnf128",1079.52071508007,-0.491282885233704,0.0760487608789598,-6.46010374864143,1.04631222417989e-10,1.32023139876647e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RNF128",66889,79589,"ENSMUSG00000031438","ENSG00000133135",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Arg1",67.9683362900597,-8.78578669533551,1.36109480261679,-6.45494103602795,1.08261046196902e-10,1.35445578390243e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ARG1",11846,383,"ENSMUSG00000019987","ENSG00000118520",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dmxl2",226.904922071575,-1.00688174904509,0.156598041126628,-6.42972122640349,1.27838179381718e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DMXL2",235380,23312,"ENSMUSG00000041268","ENSG00000104093",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Igkv10-96",11.9149484099058,-7.1024577157791,1.10465374502195,-6.42957827082545,1.27958457956955e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGKV1-27",692165,28935,"ENSMUSG00000094420","ENSG00000244575",3,"OMA|Panther|Treefam"
"Igkv10-96",11.9149484099058,-7.1024577157791,1.10465374502195,-6.42957827082545,1.27958457956955e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGKV1-37",692165,28931,"ENSMUSG00000094420","ENSG00000239862",3,"OMA|Panther|Treefam"
"Igkv10-96",11.9149484099058,-7.1024577157791,1.10465374502195,-6.42957827082545,1.27958457956955e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGKV1-8",692165,28942,"ENSMUSG00000094420","ENSG00000240671",3,"OMA|Panther|Treefam"
"Igkv10-96",11.9149484099058,-7.1024577157791,1.10465374502195,-6.42957827082545,1.27958457956955e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGKV1-9",692165,28941,"ENSMUSG00000094420","ENSG00000241755",3,"OMA|Panther|Treefam"
"Igkv10-96",11.9149484099058,-7.1024577157791,1.10465374502195,-6.42957827082545,1.27958457956955e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGKV1D-37",692165,28894,"ENSMUSG00000094420","ENSG00000250036",3,"OMA|Panther|Treefam"
"Igkv10-96",11.9149484099058,-7.1024577157791,1.10465374502195,-6.42957827082545,1.27958457956955e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGKV1D-43",692165,28891,"ENSMUSG00000094420","ENSG00000242580",3,"OMA|Panther|Treefam"
"Igkv10-96",11.9149484099058,-7.1024577157791,1.10465374502195,-6.42957827082545,1.27958457956955e-10,1.56119893786655e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGKV1D-8",692165,28904,"ENSMUSG00000094420","ENSG00000239819",3,"OMA|Panther|Treefam"
"Folh1",16.8611877042621,-4.70134298986268,0.736540655460629,-6.3830054118635,1.73645767047215e-10,2.08417273082767e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FOLH1",53320,2346,"ENSMUSG00000001773","ENSG00000086205",9,"EggNOG|Ensembl|HGNC|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Mustn1",978.149925424417,-1.08309352218025,0.170993108693353,-6.3341355125755,2.38675675232838e-10,2.81885519476991e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MUSTN1",66175,389125,"ENSMUSG00000042485","ENSG00000272573",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|PhylomeDB|Treefam"
"Tubb6",607.109857523356,-1.41894577643788,0.224458393453301,-6.321642753507,2.58797139469941e-10,3.03223981745614e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TUBB6",67951,84617,"ENSMUSG00000001473","ENSG00000176014",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Trp63",404.804517134363,-1.24070977904053,0.196415734783984,-6.31675349434227,2.67115137372178e-10,3.08079747892615e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TP63",22061,8626,"ENSMUSG00000022510","ENSG00000073282",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Serinc3",5167.99592480522,-0.448618891057554,0.0713699020336303,-6.28582747453066,3.26111949978367e-10,3.67510741796231e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SERINC3",26943,10955,"ENSMUSG00000017707","ENSG00000132824",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cxcl13",29.6547692831729,-3.85672285847261,0.617548269814606,-6.24521684698499,4.23212556302557e-10,4.66260221544377e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CXCL13",55985,10563,"ENSMUSG00000023078","ENSG00000156234",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cacna1e",23.5192098686261,-6.35874903668368,1.01851187117144,-6.24317616383809,4.2877351602214e-10,4.688876605211e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CACNA1E",12290,777,"ENSMUSG00000004110","ENSG00000198216",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"B4galnt1",28.5646895902465,-2.68130412511799,0.43073465286047,-6.22495568283558,4.8169214867257e-10,5.19067240208259e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","B4GALNT1",14421,2583,"ENSMUSG00000006731","ENSG00000135454",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Lgmn",687.373375900595,-0.432469942615235,0.0695240701601896,-6.2204347590523,4.95779186225053e-10,5.26560296851832e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","LGMN",19141,5641,"ENSMUSG00000021190","ENSG00000100600",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cx3cl1",69.1535596434635,-1.1707058474779,0.188479804696759,-6.21130656072899,5.25458475118554e-10,5.50166203416682e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CX3CL1",20312,6376,"ENSMUSG00000031778","ENSG00000006210",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cpn1",22.5125240329543,-4.46376224368011,0.719126360513105,-6.20720152783046,5.39364145759434e-10,5.60748794637079e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CPN1",93721,1369,"ENSMUSG00000025196","ENSG00000120054",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Plekhb1",2405.8115132708,-0.630549057192664,0.10165731960124,-6.2026921392975,5.55053544085161e-10,5.73024858134911e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PLEKHB1",27276,58473,"ENSMUSG00000030701","ENSG00000021300",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pik3r3",380.24487605424,-0.618290600015687,0.0997370534825918,-6.19920659801329,5.67485002846311e-10,5.81790353959729e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PIK3R3",18710,8503,"ENSMUSG00000028698","ENSG00000117461",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mfsd7a",98.5992693480756,-1.94390327357799,0.315219348269075,-6.16682727203233,6.96737927570971e-10,7.04516577036318e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SLC49A3",243197,84179,"ENSMUSG00000029490","ENSG00000169026",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cd63",2468.24735925509,-0.43661096411658,0.0708739414815805,-6.16038779542198,7.25670173363243e-10,7.28780188391943e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CD63",12512,967,"ENSMUSG00000025351","ENSG00000135404",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cd55",2297.13165425627,-0.925485195372749,0.15027828660667,-6.15847582688418,7.34483926447059e-10,7.32647716630942e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CD55",13136,1604,"ENSMUSG00000026399","ENSG00000196352",9,"Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Skap2",321.729096171738,-0.717501793226984,0.117095165165824,-6.12750998054357,8.92650016971453e-10,8.72213644788636e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SKAP2",54353,8935,"ENSMUSG00000059182","ENSG00000005020",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Iglc2",20.7829720371899,-6.25012949233028,1.02305288293545,-6.10929268328415,1.0007365734744e-09,9.65612681974025e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGLC1",110786,3537,"ENSMUSG00000076937","ENSG00000211675",3,"Ensembl|OMA|Panther"
"Iglc2",20.7829720371899,-6.25012949233028,1.02305288293545,-6.10929268328415,1.0007365734744e-09,9.65612681974025e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGLC2",110786,3538,"ENSMUSG00000076937","ENSG00000211677",3,"Ensembl|OMA|Panther"
"Iglc2",20.7829720371899,-6.25012949233028,1.02305288293545,-6.10929268328415,1.0007365734744e-09,9.65612681974025e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGLC3",110786,3539,"ENSMUSG00000076937","ENSG00000211679",3,"Ensembl|OMA|Panther"
"Iglc2",20.7829720371899,-6.25012949233028,1.02305288293545,-6.10929268328415,1.0007365734744e-09,9.65612681974025e-08,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGLC7",110786,28834,"ENSMUSG00000076937","ENSG00000211685",3,"Ensembl|OMA|Panther"
"8430408G22Rik",270.139951260142,-2.74800562980273,0.451002282329031,-6.09310803398088,1.10739272523252e-09,1.0476761740672e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Serpina3g",12.9215026980972,-5.21847319689563,0.856592356211211,-6.09213140772984,1.11417164078135e-09,1.0476761740672e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SERPINA3",20715,12,"ENSMUSG00000041481","ENSG00000196136",6,"Ensembl|HGNC|OrthoDB|Panther|PhylomeDB|Treefam"
"Map1lc3a",2417.51809943888,-0.703814220762426,0.115822356510077,-6.07666984138068,1.2270403318416e-09,1.14650610246693e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MAP1LC3A",66734,84557,"ENSMUSG00000027602","ENSG00000101460",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Emb",79.2451170899712,-1.71579450930856,0.282531882485095,-6.07292350235581,1.25602297911393e-09,1.15891670254119e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","EMB",13723,133418,"ENSMUSG00000021728","ENSG00000170571",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Serpinb1a",178.589330461942,-1.467912674456,0.242041970948631,-6.06470302940782,1.32197687063096e-09,1.20471262599537e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SERPINB1",66222,1992,"ENSMUSG00000044734","ENSG00000021355",11,"EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Serpina1d",213.48626046833,-10.8520379146934,1.79758621417395,-6.03700552948457,1.57000345385359e-09,1.39626271019521e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SERPINA1",20703,5265,"ENSMUSG00000071177","ENSG00000197249",9,"Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"2310008N11Rik",10.0460452089811,-4.34983924111576,0.721745375327344,-6.02683354797099,1.6720304449133e-09,1.47809493762006e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Psmd8",3103.13692568285,-0.592117889128781,0.0983833693676698,-6.01847540833826,1.76067455057825e-09,1.53803777456726e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PSMD8",57296,5714,"ENSMUSG00000030591","ENSG00000099341",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Runx1",162.145978050242,-2.20968949758237,0.36813524601082,-6.00238505149118,1.94439911957313e-09,1.66890489548013e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RUNX1",12394,861,"ENSMUSG00000022952","ENSG00000159216",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dennd5b",454.436756234278,-0.658497618961852,0.109881529850517,-5.99279624025689,2.06263227883389e-09,1.74003659042427e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DENND5B",320560,160518,"ENSMUSG00000030313","ENSG00000170456",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Nek6",242.597605880887,-0.944211909733949,0.1580937960392,-5.9724792078484,2.33674935377643e-09,1.96008129032963e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","NEK6",59126,10783,"ENSMUSG00000026749","ENSG00000119408",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"Ms4a6d",31.4465040045595,-1.65911672022161,0.279290760871747,-5.94046403483963,2.84216409221745e-09,2.34407086555342e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MS4A6A",68774,64231,"ENSMUSG00000024679","ENSG00000110077",8,"Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Hip1r",269.888138184977,-0.927498330721648,0.156321633785728,-5.93326917241013,2.96961395254557e-09,2.43557837674613e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HIP1R",29816,9026,"ENSMUSG00000000915","ENSG00000130787",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cd82",379.292441775094,-1.22044288612405,0.205923399695991,-5.92668384421497,3.09113283914984e-09,2.50738429144885e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CD82",12521,3732,"ENSMUSG00000027215","ENSG00000085117",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Atp6v1h",597.1691728444,-0.626728406175102,0.105882543642028,-5.91909095321674,3.23725912152289e-09,2.61142455260444e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ATP6V1H",108664,51606,"ENSMUSG00000033793","ENSG00000047249",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ostf1",608.301488456444,-0.536613628407852,0.0906717108671938,-5.91820340959295,3.25477286242104e-09,2.61142455260444e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","OSTF1",20409,26578,"ENSMUSG00000024725","ENSG00000134996",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Apoa2",163.328679957848,-8.23581669642532,1.39371825273466,-5.90924075240138,3.43688096966501e-09,2.74263101379268e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","APOA2",11807,336,"ENSMUSG00000005681","ENSG00000158874",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Thyn1",350.65148624276,-0.67240385232773,0.113842500268266,-5.90643960509679,3.49580369611382e-09,2.77465322396388e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","THYN1",77862,29087,"ENSMUSG00000035443","ENSG00000151500",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Igfbp2",17.9989105615362,-5.74368728512335,0.972829246422404,-5.90410630256631,3.54563495609247e-09,2.7991555538392e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGFBP2",16008,3485,"ENSMUSG00000039323","ENSG00000115457",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ighm",3784.59030697126,-2.77810810526254,0.470904059318249,-5.89952040185115,3.64559696891446e-09,2.85546405581239e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IGHM",16019,3507,"ENSMUSG00000076617","ENSG00000211899",4,"Ensembl|OMA|Panther|Treefam"
"Iglv1",15.0156637614587,-5.14585965988712,0.873335141232142,-5.89219351992077,3.81102485875963e-09,2.93032083280564e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Mvp",854.994188449364,-0.652047322262614,0.110814798858876,-5.88411772594563,4.00182926434663e-09,3.06108836422535e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MVP",78388,9961,"ENSMUSG00000030681","ENSG00000013364",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Wnk3",70.0009507994951,-1.04844025885491,0.179535446601821,-5.83973960963915,5.22824726319131e-09,3.8786238365072e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","WNK3",279561,65267,"ENSMUSG00000041245","ENSG00000196632",9,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL"
"Dmd",6214.79509171842,-0.648182548262905,0.111309476006705,-5.82324678470197,5.77152328632303e-09,4.23905464059636e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DMD",13405,1756,"ENSMUSG00000045103","ENSG00000198947",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Sat1",736.975882882225,-0.792686126041541,0.136196591704094,-5.82016125457647,5.87908794774698e-09,4.29668194913805e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SAT1",20229,6303,"ENSMUSG00000025283","ENSG00000130066",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ccdc136",201.005798247254,-0.76184027155378,0.131059865014735,-5.81291817649993,6.13930741640066e-09,4.44287232295701e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CCDC136",232664,64753,"ENSMUSG00000029769","ENSG00000128596",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Slc6a17",68.4913098616223,-1.94505490936482,0.335885944555108,-5.79081959485119,7.0043780123726e-09,5.01969090275033e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SLC6A17",229706,388662,"ENSMUSG00000027894","ENSG00000197106",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Igkv3-2",313.131329495194,-11.8173011235781,2.0530973330096,-5.75584066745407,8.62116723813486e-09,6.03195696381919e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Fgg",463.426388954624,-10.4184687912064,1.81668179176776,-5.7348892020702,9.7576111953852e-09,6.73138383539587e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FGG",99571,2266,"ENSMUSG00000033860","ENSG00000171557",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ankrd1",1054.37541413172,-2.71524884212256,0.474178215258336,-5.72622013148215,1.02692952605124e-08,7.01877805235858e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ANKRD1",107765,27063,"ENSMUSG00000024803","ENSG00000148677",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Sncg",317.083344664475,-1.97924925966404,0.346614480369058,-5.7102324679472,1.12821959238063e-08,7.57086629196148e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SNCG",20618,6623,"ENSMUSG00000023064","ENSG00000173267",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gtf2f2",279.647112573739,-0.531004255251059,0.0931486019606402,-5.70061433101738,1.19376436765311e-08,7.96703027108465e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","GTF2F2",68705,2963,"ENSMUSG00000067995","ENSG00000188342",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Magohb",87.1101691649572,-0.970690093581218,0.170392699850342,-5.69678216516192,1.22089756385136e-08,8.08256086777475e-07,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MAGOHB",66441,55110,"ENSMUSG00000030188","ENSG00000111196",11,"EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
