"Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: metabolites list_230424_ForCD","MS2","Reference Ion","Group Area: 2M33_neg","Group Area: 2M20_neg","Group Area: 2M31_neg","Group Area: 2M17_neg","Group Area: 2M26_neg","Group Area: 2M23_neg","Group Area: 2M16_neg","Group Area: 1M11_neg","Group Area: 2M22_neg","Group Area: 4M5_neg","Group Area: 1M10_neg","Group Area: 1M9_neg","Group Area: 4M4_neg","Group Area: 1M4_neg","Group Area: 1M7_neg","Group Area: 4M3_neg","Group Area: 1M2_neg","Group Area: 1M6_neg","Group Area: 4M2_neg","Group Area: 1M1_neg","Group Area: 1M5_neg","Group Area: 4M1_neg","Peak Rating: 2M33_neg.raw (F6)","Peak Rating: 2M20_neg.raw (F7)","Peak Rating: 2M31_neg.raw (F8)","Peak Rating: 2M17_neg.raw (F9)","Peak Rating: 2M26_neg.raw (F10)","Peak Rating: 2M23_neg.raw (F11)","Peak Rating: 2M16_neg.raw (F12)","Peak Rating: 1M11_neg.raw (F13)","Peak Rating: 2M22_neg.raw (F14)","Peak Rating: 4M5_neg.raw (F15)","Peak Rating: 1M10_neg.raw (F16)","Peak Rating: 1M9_neg.raw (F17)","Peak Rating: 4M4_neg.raw (F18)","Peak Rating: 1M4_neg.raw (F19)","Peak Rating: 1M7_neg.raw (F20)","Peak Rating: 4M3_neg.raw (F21)","Peak Rating: 1M2_neg.raw (F22)","Peak Rating: 1M6_neg.raw (F23)","Peak Rating: 4M2_neg.raw (F24)","Peak Rating: 1M1_neg.raw (F25)","Peak Rating: 1M5_neg.raw (F26)","Peak Rating: 4M1_neg.raw (F27)","Peak Rating: Blank5.raw (F28)"
NA,FALSE,NA,NA,"No results","No results","No results",NA,517.30026,516.29298,3.024,388368154.593298,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",79142481.7940895,51948938.2129359,81334611.4969723,40774924.7609796,52575208.5726813,117341275.446174,17488403.8160127,65019076.8100397,105617808.786076,34462059.0092037,112738284.94284,235525771.011265,21960399.4528129,101361869.02315,388368154.593298,11102371.4370208,234304968.779615,73167767.9039194,34079439.6471909,58129650.4826625,143658541.251961,33606613.9617439,10,8.9,8.9,8.4,10,10,8.4,7.8,8.9,8.4,8.4,10,8.4,10,8.9,10,8.9,8.9,8.9,8.9,8.9,8.4,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,93.04151,92.03423,8.177,360808487.251446,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",102568019.112901,247230407.068086,77533400.8203796,360808487.251446,183786475.194962,178077912.384484,323189419.756501,2140525.51978255,360280534.97778,236244.726277284,1917117.24144398,2216211.97520411,257862.172454449,1702001.64672115,1809938.78095218,276168.254118935,1072925.20969283,1309577.45021125,207611.508848828,534496.564908065,2143622.77123081,1356683.97857883,6.7,7.3,7.3,7.3,6.7,7.3,5.1,4,7.3,NA,3.5,4,NA,4,4,NA,1.8,3.5,NA,1.5,5.1,3.5,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,142.0239,141.01662,16.753,357184967.265727,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",357184967.265727,294891165.840096,278694822.073384,279653646.163654,297754774.88065,281251717.805069,274559371.52634,332306279.377876,280273604.302083,285083878.921372,325006170.138891,351243219.584006,295390168.673146,324853330.167568,327082387.451296,301570257.684128,343413279.682731,299631720.42605,318426947.46783,265006047.312742,334357579.583942,320517126.968002,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,8.9,8.9,8.9,8.9,7.8
NA,FALSE,"Taurodeoxycholic acid","C26 H45 N O6 S","Full match","Partial match","Full match",-2.2,499.29566,498.28838,2.761,327847072.060443,2,95.8,9.8,NA,"Multiple matches found","DDA for preferred ion","[M-H]-1",72366089.7902416,120491575.728262,208088326.439253,135034853.155976,104231470.519183,301902515.883201,81143871.2591694,24851750.2224232,327847072.060443,244531498.441162,130436392.748883,46834355.2244416,293829918.582484,39021442.5703824,104425233.964824,307649421.814314,65196185.9144351,53462263.5488499,255994197.905261,51814993.732182,62772975.5313965,297646901.520261,8.4,8.4,7.3,7.3,8.9,8.9,8.4,8.4,8.9,10,10,4.6,10,8.4,6.2,10,8.4,8.9,8.9,8.9,7.3,10,4.1
NA,FALSE,"Inosine","C10 H12 N4 O5","Full match","No results","Full match",-1.97,268.08024,267.07297,9.436,314134664.189433,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",176830818.326741,208509004.549326,171483272.399783,181566928.515382,193276117.890413,137508207.258312,271732384.737808,266620380.250704,306074292.437795,139020645.748264,314134664.189433,250343815.43659,98806714.6166228,190533994.959287,210656338.067062,158912176.742717,221739230.058883,152396396.776116,28550949.5759639,101234396.777249,55307858.5441927,34315684.1282911,10,10,8.9,8.9,8.9,8.9,10,8.9,10,8.9,8.9,8.9,10,10,10,10,10,10,8.9,8.9,8.9,8.9,NA
NA,FALSE,"Homocysteinesulfinic acid","C4 H9 N O4 S","Full match","No match","Full match",-1.27,167.02502,166.01774,4.584,305798680.644704,2,60.7,8,NA,"Single match found","DDA for preferred ion","[M-H]-1",93029287.4994708,241804159.935337,275901737.40603,265719235.982145,117746577.197599,151875885.456555,305798680.644704,298547186.121989,214150169.263275,219176408.431336,271456277.442419,257985287.073406,216020189.182673,287815431.08642,110723507.651996,164217175.171997,289212505.977429,104091031.055519,138239283.229378,286849395.340771,148037674.896941,215792107.624979,7.8,7.8,7.8,8.9,7.3,8.4,8.9,7.8,8.4,8.4,8.9,8.9,8.9,8.9,8.4,8.4,7.3,7.3,8.4,8.9,8.9,8.4,0.9
NA,FALSE,"Myristic acid","C14 H28 O2","Full match","Full match","Full match",-1.5,228.20859,227.20131,2.36,302560355.478131,3,89.4,9.5,NA,"Single match found","DDA for preferred ion","[M-H]-1",122051575.217731,109956682.759187,81267220.9544361,302560355.478131,122097045.035839,64109544.4024672,249862327.965376,103679346.096172,130034824.627917,115455195.037237,198651278.640308,161304055.811457,111307743.303592,126445770.902838,156446675.740576,175120485.196013,126971761.625552,115144600.451992,121940576.265659,150085676.233401,105312841.576477,77476666.6494052,8.9,10,10,10,10,8.9,10,8.9,10,10,8.9,10,10,10,10,10,8.9,10,10,10,10,10,10
NA,FALSE,NA,"C4 H14 N3 O7 P","Full match","No results","No results",-3.18,247.05615,246.04887,13.051,302450968.704971,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",10481.2470235154,12499.8229727375,7016.6653135538,20766.540437263,226075.297993965,15032.6845409686,10658.3964720885,120423965.828205,8800.85196250917,6633.00262041925,274526855.735601,36215474.9764065,6822.9427971169,302450968.704971,21478135.8536051,8992.77099463071,127076732.690721,31228246.4322308,5956.89705385442,70470359.3530979,21742748.7779554,7100.48812219849,NA,NA,NA,NA,8.3,NA,NA,8.9,NA,NA,9.5,NA,NA,8.9,NA,NA,8.9,NA,NA,NA,NA,NA,NA
NA,FALSE,"Glycogen","C24 H42 O21","No match","No results","Full match",1.59,666.22291,665.21564,16.604,296430986.457528,0,NA,NA,NA,"Multiple matches found","DDA for preferred ion","[M-H]-1",189146828.613659,86025095.8096246,78333545.4417632,244488916.942112,278836726.044005,62363759.0631934,296430986.457528,14982509.1252061,101133736.806671,70494449.7476044,79670397.8944809,50911619.2649476,53456923.5455289,24887879.1814346,36760450.4469972,44456573.3348549,30164956.0410287,16468875.4583724,13515158.7419671,2776257.33258579,2476829.23767879,10601776.3038299,8.9,8.9,8.9,8.9,10,8.9,8.9,8.9,10,10,8.9,8.9,8.9,9.5,8.9,8.9,8.9,8.9,8.9,8.9,7.3,10,NA
NA,FALSE,"4-{[5-(6-Hydroxy-5,5,8a-trimethyl-2-methylenedecahydro-1-naphthalenyl)-3-methylpentyl]oxy}-4-oxobutanoic acid","C24 H40 O5","Full match","Full match","No results",0.04,408.28759,407.28031,6.805,295366223.53881,5,85,9.2,NA,"No matches found","DDA for preferred ion","[M-H]-1",65228928.6305938,129709688.070731,24899328.4741885,34631350.4400659,118575751.227465,295366223.53881,5881986.03002591,2638519.42012436,157031352.230724,11329291.6897955,29450838.445614,13671056.5651086,14689841.6634085,1106116.22722902,68088098.2814656,9003055.34891541,10049208.9088152,12919641.0052748,8197451.1017353,1958783.93418432,15704033.5350836,8233645.46400163,4,5.7,4,4,4.6,4.6,NA,NA,5.1,2.9,4,2.9,2.9,2.4,4.6,2.4,3.5,3.5,2.9,2.4,4,1.8,NA
NA,FALSE,"Linoleic acid","C18 H32 O2","Full match","Full match","Full match",-1.11,280.23992,279.23264,2.929,289399288.543077,6,91.4,9.6,NA,"Single match found","DDA for preferred ion","[M-H]-1",66681676.5305537,37336831.1677714,71373505.1728394,107775119.231047,86484683.9336416,24593627.0590336,95543647.5877436,143721786.476906,108645579.170942,45065856.5638334,289399288.543077,280434914.238028,35196447.1964846,169858526.985012,216038039.157696,48453033.3883463,220337657.418573,208340319.525306,43043862.9582617,146246527.127927,161341990.192188,25480549.9947213,6.2,7.3,6.2,6.2,6.2,6.2,6.2,7.8,7.3,7.8,7.3,7.3,7.3,7.3,7.3,6.2,5.7,7.8,7.3,7.8,7.3,6.2,1.4
NA,FALSE,"[Similar to: 11-trans Leukotriene C4; ΔMass: -293.2245 Da]","C11 H16 N4 O6 S","Full match","Invalid mass","No results",-0.69,332.07883,331.07155,14.248,276897234.914163,1,NA,NA,53.2,"No matches found","DDA for preferred ion","[M-H]-1",252843958.522571,265124070.857341,231232229.478299,250288946.07321,276897234.914163,233723068.093697,266496364.429835,145556628.95119,236296622.904444,252328694.145651,174719481.539453,121964001.812561,253227346.755146,151145811.514636,146315772.476209,236926243.783353,127683180.627853,154934600.506775,220956842.231572,111193449.012331,129255924.756516,215660452.897319,7.3,8.4,7.3,7.3,8.4,8.9,6.7,8.4,7.3,7.8,6.7,7.3,8.4,7.3,8.4,7.3,8.4,8.9,8.4,7.8,8.4,7.8,2.3
NA,FALSE,"all-cis-4,7,10,13,16-Docosapentaenoic acid","C22 H34 O2","No results","Full match","No results",-2.19,330.25516,329.24788,2.248,254907949.201627,2,91.8,9.6,NA,"No matches found","DDA for preferred ion","[M-H]-1",212086733.032617,70338078.2449502,66457829.5554275,118259650.348115,97580425.2095467,52533884.0733799,125607956.099429,245039021.940253,129489829.352856,79590444.1836844,234728135.01378,254907949.201627,70598648.4244651,138478412.527897,169279095.33307,121443853.75602,136069200.95361,156488821.37028,71675561.0849251,140263244.983679,129746264.93387,47598723.5962052,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,8.9,10,8.9,8.9,8.9,8.9,10,NA
NA,FALSE,"Stearic acid","C18 H36 O2","Full match","Full match","No results",-1.38,284.27114,283.26386,7.646,252872975.098546,2,89.3,9.5,NA,"No matches found","DDA for preferred ion","[M-H]-1",153518186.318491,44116651.4267367,137032883.380983,14397829.1760758,155902164.776412,136067745.574069,146539163.961712,130106334.53022,148358441.185923,142272963.833301,129142649.513889,213547175.423131,129120900.424813,144737519.36626,194736544.907654,207456883.516446,189627414.108813,188869401.828072,76625674.5909959,184004956.908341,197645588.872309,252872975.098546,5.1,1.8,4.6,2.4,5.1,4.6,4,4.6,4.6,5.1,4.6,6.2,4,5.1,6.2,6.2,6.2,6.2,3.5,6.2,6.2,NA,6.7
NA,FALSE,"Eicosadienoic acid","C20 H36 O2","Not the top hit","Partial match","Full match",-2.14,308.27087,307.26359,2.258,236083726.328045,2,96,9.8,NA,"Single match found","DDA for preferred ion","[M-H]-1",139331474.378395,51362651.6481559,61519684.4110774,96114128.2763063,91448366.2736583,47638301.8904025,67741399.0512326,117577488.56275,84165927.9197257,54996209.7650629,195229546.506255,236083726.328045,46875867.9408203,90586193.7751661,101956567.414759,75452917.2807463,72690619.3721682,170369916.594179,57511837.6627326,66027790.4283374,124241276.509908,31908570.5422402,8.9,10,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,8.9,8.9,10,8.9,10,10,10,10,8.9,8.9,10,10,3.6
NA,FALSE,"Xanthine","C5 H4 N4 O2","Full match","Full match","Full match",-1.76,152.03316,151.02588,9.252,230421315.311786,1,88.1,50.8,NA,"Single match found","DDA for preferred ion","[M-H]-1",168933942.514149,181752372.236204,160912954.39039,165596155.286364,184423303.629927,143697003.644094,175421900.360109,230421315.311786,178566042.636394,121581898.059266,223351064.377191,217997360.993271,107629531.430096,164393522.032044,164236599.411847,134111438.157783,183313131.321443,152920984.618368,55879575.6333862,114553265.24831,87223765.3086262,52165636.3139968,8.9,8.9,10,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,10,8.9,3
NA,FALSE,NA,"C17 H28 O3 S","Full match","No results","No results",-1.16,312.17555,311.16828,2.044,228932757.468608,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",51915235.5507911,52480900.5237167,52623299.1238385,48308903.9248538,59137787.5753739,56032836.0923585,50548991.7830969,47917428.7172976,51752698.2027044,46471458.8031768,47535660.5939895,50083544.5462605,49593822.3612978,57732985.2039658,45585135.0166409,48110286.2685222,49318436.4998266,42183433.4064441,45862430.8538252,46040554.0405171,41646256.578414,228932757.468608,8.9,8.9,10,9.5,8.9,8.9,8.9,8.4,8.9,8.9,9.5,9.5,8.9,9.5,8.4,8.9,8.4,8.9,8.9,8.9,9.5,8.9,8.9
NA,FALSE,"Palmitic acid","C16 H32 O2","Full match","Partial match","Full match",-1.92,256.23974,255.23246,3.039,223538525.59215,1,90.5,9.5,NA,"Single match found","DDA for preferred ion","[M-H]-1",105490472.892692,94346744.0601417,91703713.9889314,223538525.59215,105280661.484864,73805106.2931067,204657888.187102,114340045.740691,109674466.257803,96478127.6057777,166819719.020571,146709335.93319,85674446.3951837,117582343.38159,128140470.062732,114756498.28873,110051531.941899,97581858.6211672,69204634.9776298,91957304.1659506,87298621.7201701,52224617.1469285,7.3,6.2,7.3,7.3,6.2,6.2,8.4,6.7,6.2,7.8,6.7,7.8,6.7,6.7,6.7,7.8,7.3,6.7,7.3,7.8,7.3,7.3,9.5
NA,FALSE,"L-Isoleucine","C6 H13 N O2","Full match","Partial match","Full match",-1.83,131.09439,130.08711,10.254,209681834.880159,2,81.9,9.1,NA,"Multiple matches found","DDA for preferred ion","[M-H]-1",113170207.703043,162047810.625615,161401067.130837,107406083.866901,151853466.003981,118795877.973681,105537380.342756,209681834.880159,112468208.849537,78219205.3273059,177899054.035323,178036371.240059,78775987.9336702,121208317.695333,124821338.438051,103927383.484245,141721807.550207,113058617.012018,49620062.158162,81541245.7301874,98918475.1499072,58063767.962096,8.4,8.4,8.4,8.4,8.4,9.5,8.4,9.5,9.5,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,3.9
NA,FALSE,"2-Dodecylbenzenesulfonic acid","C18 H30 O3 S","Full match","Partial match","Full match",-0.87,326.19128,325.184,2.034,208746259.130205,3,94.2,9.7,NA,"Single match found","DDA for preferred ion","[M-H]-1",43046948.1870468,44715477.5395325,44140206.8866126,43798837.2050315,52653695.6377274,48019918.0601492,42529866.9788351,38764498.9896255,45306617.9151497,38671144.8359913,40467329.55132,42658964.6078794,42192128.3909523,52069652.5477006,37090135.4695325,39215617.0153287,39318641.3647784,35474107.5546452,37776068.5877757,37500674.8980222,35425159.8790364,208746259.130205,10,8.9,8.9,8.4,8.9,10,8.9,8.9,8.9,8.9,9.5,9.5,8.9,8.4,8.4,8.9,10,8.9,8.9,10,9.5,8.9,8.9
NA,FALSE,"Allose","C6 H12 O6","Full match","Partial match","Full match",-1.4,180.06314,179.05586,13.087,207484191.573731,4,75.2,47.3,NA,"Multiple matches found","DDA for preferred ion","[M-H]-1",129154006.352336,169906822.547692,147443056.35969,148953032.046075,112525553.614972,83344532.3171097,164017777.179911,126273869.136839,142270148.912075,146411309.206479,207484191.573731,129590624.306265,134406671.833824,130717599.700714,142088989.096072,171004277.490565,163986060.293071,107242576.687011,106038043.120309,114317702.877067,97857720.8941476,143324949.967057,8.9,7.8,8.9,7.8,8.9,8.4,8.4,7.8,8.9,8.4,8.9,8.9,7.8,8.4,8.9,7.3,8.9,8.4,7.8,7.8,8.4,8.9,1.2
NA,FALSE,"[Similar to: 4-{[2-(4-fluorophenyl)-2-oxoethyl]amino}-4-oxobutanoic acid; ΔMass: -8.0024 Da]","C6 H15 N O9","Full match","Invalid mass","No results",-8.42,245.07262,244.06534,8.1,203895349.264924,1,NA,NA,54,"No matches found","DDA for preferred ion","[M-H]-1",31085602.6264316,32134259.7803798,56257636.7433455,34443762.6531736,135977.054556978,16857490.0747564,79480465.5383919,131502969.865717,74361.4377700288,20675023.5459589,88815751.4872912,203895349.264924,94822.9836476123,75978136.3216293,2041612.84726668,20950468.2736782,110285489.097454,1649997.77273322,9881016.75633306,123734121.469008,45840019.8881201,10735108.393842,NA,NA,7.8,NA,3.4,NA,8.4,NA,3,NA,NA,7.3,7.2,NA,8.4,NA,NA,8.9,NA,6.7,NA,NA,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,126.02032,125.01305,12.08,202462170.878214,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",1209847.37237184,1242624.52136908,1394141.73532256,2184484.06927441,5503502.87581034,1117562.79512396,2401463.02312723,202462170.878214,1591431.00732354,1155422.33993073,173300096.166794,175460563.470981,1754264.70513254,192761828.737495,160269206.490155,940230.431241765,142044898.386076,96013781.4383134,1528573.55978606,156537670.144456,144808002.355767,1767032.77331219,3.5,3.5,2.9,5.1,6.2,1.3,4,7.8,2.9,4,7.8,7.8,3.5,7.8,7.8,2.6,6.7,7.3,1.8,7.8,7.8,3.5,NA
NA,FALSE,"Adrenic acid","C22 H36 O2","Full match","Full match","Full match",-2.04,332.27085,331.26358,2.24,190472072.341897,3,98.1,9.9,NA,"Single match found","DDA for preferred ion","[M-H]-1",158625823.070769,42079204.9409249,58295565.6225876,80388335.7371245,83108035.6056671,50463894.5450582,93126423.8038884,190472072.341897,78995910.9143258,52976956.5379815,156290455.625655,149079468.687968,50034344.4985773,76213170.2070226,89867597.3995541,84720971.6263467,96423901.8303371,84582325.4044767,50119748.1425292,64433650.5239118,84946156.8447579,27849613.6336682,10,10,8.9,10,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,8.9,10,8.9,10,10,10,8.9,8.9,NA
NA,FALSE,"Sulfoglycolithocholate(2-)","C26 H43 N O7 S","No match","Invalid mass","Full match",-0.94,513.27554,512.26826,4.053,179762599.494021,1,74.9,8.7,NA,"Single match found","DDA for preferred ion","[M-H]-1",127507219.951493,38392857.3357497,113856942.799225,24189022.969053,75092491.47388,127687062.893892,7821963.90531467,5200258.31053368,179762599.494021,24818571.2581299,19014144.0294505,38102461.5703075,25706132.240226,9719925.67673272,78530251.884072,24791726.9912526,12774858.483375,22170089.1274525,26596207.9232838,4362249.51988872,24035801.3953505,24125620.9851238,8.9,10,10,10,10,10,8.9,8.9,10,10,8.9,10,8.9,10,8.9,10,8.9,10,10,8.9,10,10,NA
NA,FALSE,"[Similar to: NP-022078; ΔMass: -186.1266 Da]","C8 H18 N2 O4 S","Full match","Invalid mass","No results",-1.46,238.09838,237.0911,11.1,179316873.468922,1,NA,NA,61.6,"No matches found","DDA for preferred ion","[M-H]-1",15159998.2277942,17204876.0012931,21393521.8529664,13043788.5868463,8521742.00241497,10515546.5300061,10561984.881909,22812744.273503,12143531.3201867,48801632.0837204,13029220.1033207,27453304.7302577,14571844.2745411,72628368.722439,14189098.0252508,18530889.73827,179316873.468922,13545485.7124048,17838838.3605555,67225678.2200912,56141596.0059803,31681580.6928762,8.9,9.5,8.4,8.4,8.4,8.9,8.4,8.4,9.5,8.9,8.4,7.8,8.4,8.9,8.4,8.4,9.5,7.8,8.4,9.5,8.4,9.5,8.4
NA,FALSE,"Cnidioside A","C17 H20 O9","Not the top hit","Full match","No results",5.41,368.11272,367.10545,13.033,177550498.568312,3,64.4,8.2,NA,"No matches found","DDA for preferred ion","[M-H]-1",106850231.902033,138006546.45629,131358924.228464,92132689.5120035,128486892.447374,115153363.681788,133066379.606345,124213705.696872,118797590.485104,172430816.116808,156641046.291573,111892087.706364,162282489.491547,60573002.1681192,97435802.5951743,177550498.568312,140274198.349223,102466842.091886,108788464.664705,90941550.6856066,95509482.752948,147854821.608811,5.7,5.1,5.1,5.7,4.6,4,5.1,5.7,4.6,6.2,5.7,5.1,5.1,5.1,4.6,5.7,5.1,5.1,4.6,5.7,4,6.2,NA
NA,FALSE,"Palmitic Acid","C16 H32 O2","Full match","Full match","No results",-2.2,256.23967,255.23239,12.021,177338990.457514,1,88.8,9.4,NA,"No matches found","DDA for preferred ion","[M-H]-1",59287737.5217599,59384985.7837735,63286593.8717255,137923642.36105,62259905.2860012,50857979.9089984,61802368.4935603,48300788.0995059,55585029.8453172,177338990.457514,55424835.0666246,56705521.8257133,56065215.5905672,46643215.10299,49423523.7553365,47768900.7469724,98082427.4315832,82749192.0421218,44785525.8030772,61281023.9325491,36138729.5177768,40084329.2996272,2.4,1.3,2.4,2.9,2.4,2.4,1.8,1.8,1.8,4.6,1.8,1.8,1.8,1.8,1.8,1.8,NA,3.5,1.8,2.9,1.8,2.4,NA
NA,FALSE,"Cholic acid","C24 H40 O5","Full match","Not the top hit","Full match",-0.17,408.28751,407.28023,4.254,172315025.255652,5,89.6,9.5,NA,"Multiple matches found","DDA for preferred ion","[M-H]-1",42389033.2682489,58926382.4163546,12184631.931174,9135588.30755985,49572545.3680808,172315025.255652,2710604.64676289,1776324.15966167,61653830.405065,10069871.2610368,5343329.6214317,11104161.5454595,8270975.33366565,2784834.12194074,30447077.3207739,16603394.3801193,5595175.13051028,11896476.1367768,14497242.0206108,1113194.59022572,7562642.16299559,18908119.069708,7.8,7.3,5.7,6.2,7.8,7.3,6.7,6.2,6.7,7.8,5.1,6.2,6.7,5.7,7.3,8.4,5.1,7.3,8.4,5.1,5.7,8.4,NA
NA,FALSE,NA,"C26 H54 N O9 P","Full match","No results","No results",1.23,555.3543,554.34703,4.29,170231221.229988,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",136264772.707735,149716417.34735,122112635.045041,170231221.229988,140132065.098484,113464784.754878,157282019.334258,76909772.9616788,160211815.687883,126899907.685568,85329456.7134083,67250654.20542,114389355.141714,61960792.9827315,68326175.7014657,114595815.888327,64490928.3816671,51263408.9356174,109293379.526334,42375167.1660443,50414136.8614428,110569819.999624,8.9,8.9,8.9,10,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.3
NA,FALSE,"Stearic acid","C18 H36 O2","No results","Invalid mass","No results",-15.19,284.26721,283.25994,2.297,168112634.01362,2,82.7,9.1,NA,"No matches found","DDA for preferred ion","[M-H]-1",270791.687389783,203602.738521674,198287.272807348,453674.319325801,3179226.13771594,139369.828745211,380007.776828441,8380451.28598524,357545.982906336,202756.367243719,160784440.950981,116506612.553994,166371.140589815,85098332.4026626,72512282.3202864,227779.940318411,60970794.495305,119335641.836489,179098.381282215,168112634.01362,102788530.915409,118019.444843415,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,9.5,8.9,NA,6.7,8.9,NA,8.4,7.3,NA,6.2,8.9,NA,NA
NA,FALSE,"Cholesterol sulfate","C27 H46 O4 S","Full match","No results","Full match",-0.9,466.31126,465.30399,1.991,165494795.604282,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",152572031.167888,114396889.638234,145437332.784164,105915046.340097,163437943.969251,100517641.484854,81600407.6601424,51362405.9411431,128691325.737996,82572038.3544101,68070400.0320455,60809047.3295752,94458613.9839274,70715940.0059238,55890831.8371308,82726003.0631161,48039052.573846,82812461.4731398,165494795.604282,61693212.595128,105231048.307303,110126313.449138,8.9,8.9,8.9,8.4,8.9,8.9,8.9,8.4,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,8.9,8.9,10,8.9,1.3
